,Actual,Prediction,Difference
79212,4,4.0,0.0
79213,5,5.0,0.0
79214,5,5.0,0.0
79215,5,4.6,0.40000000000000036
79216,2,2.0,0.0
79217,5,5.0,0.0
79218,5,4.95,0.04999999999999982
79219,5,5.0,0.0
79220,5,5.0,0.0
79221,5,5.0,0.0
79222,4,4.0,0.0
79223,5,4.85,0.15000000000000036
79224,5,4.657142857142857,0.3428571428571434
79225,1,1.7,-0.7
79226,1,1.0,0.0
79227,5,5.0,0.0
79228,5,5.0,0.0
79229,4,4.0,0.0
79230,2,2.3,-0.2999999999999998
79231,5,5.0,0.0
79232,5,3.7531746031746023,1.2468253968253977
79233,5,5.0,0.0
79234,2,2.0,0.0
79235,5,4.7,0.2999999999999998
79236,4,4.55,-0.5499999999999998
79237,5,5.0,0.0
79238,1,1.0,0.0
79239,1,1.8,-0.8
79240,5,5.0,0.0
79241,5,5.0,0.0
79242,4,3.8,0.20000000000000018
79243,3,2.7333333333333334,0.2666666666666666
79244,4,4.3,-0.2999999999999998
79245,5,5.0,0.0
79246,5,3.5,1.5
79247,5,4.668333333333333,0.331666666666667
79248,2,2.0,0.0
79249,5,5.0,0.0
79250,2,2.0,0.0
79251,5,4.566666666666667,0.4333333333333327
79252,5,4.4,0.5999999999999996
79253,5,4.6,0.40000000000000036
79254,5,3.7603174603174603,1.2396825396825397
79255,5,5.0,0.0
79256,4,3.2,0.7999999999999998
79257,5,5.0,0.0
79258,5,5.0,0.0
79259,5,4.8,0.20000000000000018
79260,3,4.306666666666667,-1.3066666666666666
79261,5,4.8,0.20000000000000018
79262,1,1.0,0.0
79263,5,5.0,0.0
79264,4,4.1,-0.09999999999999964
79265,5,5.0,0.0
79266,4,4.0,0.0
79267,4,4.0,0.0
79268,5,3.8466666666666662,1.1533333333333338
79269,5,5.0,0.0
79270,4,4.4,-0.40000000000000036
79271,5,3.6,1.4
79272,5,5.0,0.0
79273,3,3.0,0.0
79274,1,2.4857142857142858,-1.4857142857142858
79275,5,5.0,0.0
79276,3,3.0,0.0
79277,4,3.7,0.2999999999999998
79278,5,5.0,0.0
79279,5,5.0,0.0
79280,5,5.0,0.0
79281,5,5.0,0.0
79282,5,4.9,0.09999999999999964
79283,4,3.7,0.2999999999999998
79284,5,4.0,1.0
79285,1,3.2,-2.2
79286,4,4.5216666666666665,-0.5216666666666665
79287,4,4.0,0.0
79288,5,5.0,0.0
79289,5,4.7,0.2999999999999998
79290,5,5.0,0.0
79291,3,4.089285714285714,-1.0892857142857144
79292,5,4.9,0.09999999999999964
79293,1,1.6,-0.6000000000000001
79294,4,4.6083333333333325,-0.6083333333333325
79295,5,5.0,0.0
79296,1,1.1,-0.10000000000000009
79297,5,5.0,0.0
79298,1,1.0,0.0
79299,5,5.0,0.0
79300,5,4.7,0.2999999999999998
79301,1,1.0,0.0
79302,5,5.0,0.0
79303,5,5.0,0.0
79304,4,4.0,0.0
79305,2,2.75,-0.75
79306,4,4.0,0.0
79307,5,5.0,0.0
79308,1,1.0,0.0
79309,1,1.0,0.0
79310,5,4.3,0.7000000000000002
79311,5,5.0,0.0
79312,5,4.691666666666666,0.30833333333333357
79313,1,1.0,0.0
79314,1,1.0,0.0
79315,4,4.3,-0.2999999999999998
79316,4,3.7,0.2999999999999998
79317,4,4.0,0.0
79318,5,3.9,1.1
79319,1,1.0,0.0
79320,5,5.0,0.0
79321,4,4.066666666666666,-0.06666666666666643
79322,5,5.0,0.0
79323,5,4.4,0.5999999999999996
79324,4,3.981666666666667,0.01833333333333309
79325,3,3.0,0.0
79326,5,5.0,0.0
79327,5,5.0,0.0
79328,5,5.0,0.0
79329,4,4.133333333333333,-0.13333333333333286
79330,1,4.075800182976417,-3.075800182976417
79331,2,2.3,-0.2999999999999998
79332,5,4.0,1.0
79333,5,5.0,0.0
79334,3,4.0,-1.0
79335,5,5.0,0.0
79336,3,3.0,0.0
79337,5,4.7,0.2999999999999998
79338,5,4.4,0.5999999999999996
79339,2,2.0,0.0
79340,2,3.5,-1.5
79341,5,4.225,0.7750000000000004
79342,5,4.7,0.2999999999999998
79343,5,4.0,1.0
79344,1,1.0,0.0
79345,5,3.62,1.38
79346,4,4.0,0.0
79347,5,4.4,0.5999999999999996
79348,5,4.8,0.20000000000000018
79349,5,5.0,0.0
79350,3,3.7,-0.7000000000000002
79351,3,2.1,0.8999999999999999
79352,2,2.0,0.0
79353,4,4.0,0.0
79354,4,4.101428571428572,-0.10142857142857231
79355,5,4.2666666666666675,0.7333333333333325
79356,5,5.0,0.0
79357,5,5.0,0.0
79358,1,1.8,-0.8
79359,2,2.2800000000000002,-0.28000000000000025
79360,5,5.0,0.0
79361,5,5.0,0.0
79362,1,1.0,0.0
79363,1,1.7,-0.7
79364,5,5.0,0.0
79365,4,4.1,-0.09999999999999964
79366,5,4.9,0.09999999999999964
79367,5,5.0,0.0
79368,1,2.5,-1.5
79369,5,5.0,0.0
79370,5,4.6,0.40000000000000036
79371,4,4.0,0.0
79372,4,4.1,-0.09999999999999964
79373,5,5.0,0.0
79374,5,5.0,0.0
79375,4,4.0,0.0
79376,3,3.15,-0.1499999999999999
79377,5,4.8,0.20000000000000018
79378,4,3.7600000000000002,0.23999999999999977
79379,5,5.0,0.0
79380,4,4.291096681096681,-0.29109668109668085
79381,5,4.7,0.2999999999999998
79382,4,4.3,-0.2999999999999998
79383,5,4.8,0.20000000000000018
79384,1,1.0,0.0
79385,5,4.9,0.09999999999999964
79386,4,3.7,0.2999999999999998
79387,1,1.0,0.0
79388,5,4.7,0.2999999999999998
79389,5,5.0,0.0
79390,1,1.0,0.0
79391,1,1.4,-0.3999999999999999
79392,5,5.0,0.0
79393,5,4.6,0.40000000000000036
79394,1,1.3,-0.30000000000000004
79395,5,5.0,0.0
79396,5,5.0,0.0
79397,5,4.505,0.4950000000000001
79398,2,2.0,0.0
79399,5,4.9,0.09999999999999964
79400,4,3.735714285714286,0.2642857142857138
79401,5,5.0,0.0
79402,5,5.0,0.0
79403,5,4.9,0.09999999999999964
79404,5,4.428571428571429,0.5714285714285712
79405,4,4.0,0.0
79406,5,4.8,0.20000000000000018
79407,5,5.0,0.0
79408,5,5.0,0.0
79409,2,2.0,0.0
79410,5,4.9,0.09999999999999964
79411,1,1.0,0.0
79412,1,1.0,0.0
79413,3,4.0,-1.0
79414,5,5.0,0.0
79415,5,4.5,0.5
79416,5,4.8,0.20000000000000018
79417,4,2.9147619047619044,1.0852380952380956
79418,5,4.9,0.09999999999999964
79419,4,4.0,0.0
79420,5,4.8,0.20000000000000018
79421,1,1.0,0.0
79422,5,5.0,0.0
79423,2,2.2,-0.20000000000000018
79424,4,4.3,-0.2999999999999998
79425,5,4.9,0.09999999999999964
79426,1,1.0,0.0
79427,5,5.0,0.0
79428,1,3.16,-2.16
79429,2,3.9,-1.9
79430,5,4.95,0.04999999999999982
79431,5,5.0,0.0
79432,5,5.0,0.0
79433,5,5.0,0.0
79434,4,4.0,0.0
79435,4,4.0,0.0
79436,5,5.0,0.0
79437,5,5.0,0.0
79438,2,3.6453571428571427,-1.6453571428571427
79439,4,3.8,0.20000000000000018
79440,5,4.6,0.40000000000000036
79441,4,3.8,0.20000000000000018
79442,1,1.4,-0.3999999999999999
79443,5,4.7,0.2999999999999998
79444,5,5.0,0.0
79445,5,4.708333333333334,0.2916666666666661
79446,3,4.685714285714286,-1.685714285714286
79447,2,3.2,-1.2000000000000002
79448,5,5.0,0.0
79449,4,4.1,-0.09999999999999964
79450,5,4.5,0.5
79451,5,5.0,0.0
79452,2,2.0,0.0
79453,5,5.0,0.0
79454,2,3.3,-1.2999999999999998
79455,5,5.0,0.0
79456,1,1.9333333333333331,-0.9333333333333331
79457,5,4.9,0.09999999999999964
79458,5,4.6,0.40000000000000036
79459,4,4.0,0.0
79460,1,2.0,-1.0
79461,1,1.0,0.0
79462,5,5.0,0.0
79463,3,3.0,0.0
79464,2,2.0,0.0
79465,4,4.677213203463203,-0.6772132034632028
79466,4,4.0,0.0
79467,5,4.6,0.40000000000000036
79468,2,2.1,-0.10000000000000009
79469,5,5.0,0.0
79470,4,4.0,0.0
79471,5,4.6,0.40000000000000036
79472,5,5.0,0.0
79473,5,3.66,1.3399999999999999
79474,5,5.0,0.0
79475,4,3.9109523809523807,0.08904761904761926
79476,5,4.65,0.34999999999999964
79477,3,2.8,0.20000000000000018
79478,3,2.9,0.10000000000000009
79479,2,2.2,-0.20000000000000018
79480,5,5.0,0.0
79481,4,4.15,-0.15000000000000036
79482,5,4.2,0.7999999999999998
79483,5,5.0,0.0
79484,5,4.4,0.5999999999999996
79485,3,3.0,0.0
79486,4,4.0,0.0
79487,2,2.0,0.0
79488,4,4.0,0.0
79489,1,1.0,0.0
79490,4,4.4,-0.40000000000000036
79491,1,1.0,0.0
79492,5,5.0,0.0
79493,3,3.2,-0.20000000000000018
79494,5,5.0,0.0
79495,1,1.2,-0.19999999999999996
79496,5,5.0,0.0
79497,5,4.7,0.2999999999999998
79498,5,4.9,0.09999999999999964
79499,5,4.416666666666667,0.583333333333333
79500,5,5.0,0.0
79501,5,5.0,0.0
79502,1,1.8,-0.8
79503,5,5.0,0.0
79504,5,4.4,0.5999999999999996
79505,5,5.0,0.0
79506,5,5.0,0.0
79507,1,1.0,0.0
79508,5,5.0,0.0
79509,5,4.9,0.09999999999999964
79510,4,4.2,-0.20000000000000018
79511,5,5.0,0.0
79512,5,5.0,0.0
79513,5,4.9,0.09999999999999964
79514,5,4.5,0.5
79515,4,4.196428571428571,-0.19642857142857117
79516,5,4.6,0.40000000000000036
79517,5,5.0,0.0
79518,1,1.0,0.0
79519,5,5.0,0.0
79520,5,5.0,0.0
79521,2,3.0,-1.0
79522,4,3.4,0.6000000000000001
79523,4,4.3,-0.2999999999999998
79524,1,1.0,0.0
79525,4,4.1,-0.09999999999999964
79526,5,4.591666666666667,0.4083333333333332
79527,5,4.9,0.09999999999999964
79528,4,4.0,0.0
79529,5,5.0,0.0
79530,1,1.0,0.0
79531,5,4.466666666666667,0.5333333333333332
79532,1,1.0,0.0
79533,1,1.3,-0.30000000000000004
79534,5,5.0,0.0
79535,4,4.340000000000001,-0.34000000000000075
79536,5,5.0,0.0
79537,4,4.0529761904761905,-0.05297619047619051
79538,5,4.8,0.20000000000000018
79539,5,5.0,0.0
79540,5,4.8,0.20000000000000018
79541,2,2.0,0.0
79542,5,4.95,0.04999999999999982
79543,3,2.8,0.20000000000000018
79544,1,3.0,-2.0
79545,1,1.0,0.0
79546,5,4.5,0.5
79547,5,5.0,0.0
79548,5,5.0,0.0
79549,5,4.9,0.09999999999999964
79550,5,5.0,0.0
79551,5,5.0,0.0
79552,5,4.6,0.40000000000000036
79553,1,1.0,0.0
79554,5,4.2666666666666675,0.7333333333333325
79555,3,4.026187891056312,-1.0261878910563116
79556,1,1.0,0.0
79557,4,3.766666666666667,0.23333333333333295
79558,5,4.5,0.5
79559,1,3.2,-2.2
79560,4,4.0,0.0
79561,1,1.0,0.0
79562,5,4.84,0.16000000000000014
79563,5,5.0,0.0
79564,5,4.2,0.7999999999999998
79565,5,5.0,0.0
79566,5,5.0,0.0
79567,4,4.3,-0.2999999999999998
79568,4,3.6,0.3999999999999999
79569,1,1.0,0.0
79570,5,5.0,0.0
79571,5,5.0,0.0
79572,5,4.975,0.025000000000000355
79573,4,3.8997619047619048,0.10023809523809524
79574,5,5.0,0.0
79575,5,3.9888888888888885,1.0111111111111115
79576,5,5.0,0.0
79577,5,4.8,0.20000000000000018
79578,5,5.0,0.0
79579,3,3.0,0.0
79580,5,5.0,0.0
79581,3,2.9,0.10000000000000009
79582,5,5.0,0.0
79583,4,4.2,-0.20000000000000018
79584,5,4.8,0.20000000000000018
79585,5,4.7,0.2999999999999998
79586,5,4.811111111111112,0.18888888888888822
79587,5,5.0,0.0
79588,5,5.0,0.0
79589,4,4.2,-0.20000000000000018
79590,4,4.0,0.0
79591,1,1.0,0.0
79592,5,5.0,0.0
79593,5,5.0,0.0
79594,4,4.4,-0.40000000000000036
79595,4,3.6,0.3999999999999999
79596,5,5.0,0.0
79597,5,5.0,0.0
79598,5,4.7,0.2999999999999998
79599,5,4.6,0.40000000000000036
79600,5,5.0,0.0
79601,3,3.7857142857142856,-0.7857142857142856
79602,4,4.3,-0.2999999999999998
79603,5,4.9,0.09999999999999964
79604,5,4.4,0.5999999999999996
79605,5,4.3,0.7000000000000002
79606,5,4.8,0.20000000000000018
79607,4,4.1,-0.09999999999999964
79608,5,4.3,0.7000000000000002
79609,5,5.0,0.0
79610,5,4.5,0.5
79611,4,4.0,0.0
79612,5,4.760075757575757,0.2399242424242427
79613,5,4.6,0.40000000000000036
79614,5,5.0,0.0
79615,5,5.0,0.0
79616,4,4.0,0.0
79617,5,4.933333333333334,0.06666666666666643
79618,5,5.0,0.0
79619,5,5.0,0.0
79620,3,3.8,-0.7999999999999998
79621,5,5.0,0.0
79622,5,5.0,0.0
79623,5,4.9,0.09999999999999964
79624,5,5.0,0.0
79625,3,2.8,0.20000000000000018
79626,1,1.0,0.0
79627,5,5.0,0.0
79628,5,4.4,0.5999999999999996
79629,3,3.6,-0.6000000000000001
79630,5,4.8,0.20000000000000018
79631,5,5.0,0.0
79632,4,4.0,0.0
79633,3,3.0,0.0
79634,5,5.0,0.0
79635,5,5.0,0.0
79636,1,1.0,0.0
79637,1,1.0,0.0
79638,4,4.2,-0.20000000000000018
79639,5,4.6,0.40000000000000036
79640,5,5.0,0.0
79641,5,5.0,0.0
79642,4,4.0,0.0
79643,1,1.0,0.0
79644,1,1.5666666666666667,-0.5666666666666667
79645,5,5.0,0.0
79646,5,4.6,0.40000000000000036
79647,1,1.4714259424785738,-0.47142594247857383
79648,1,1.0,0.0
79649,5,5.0,0.0
79650,1,1.0,0.0
79651,4,4.0,0.0
79652,2,2.8,-0.7999999999999998
79653,5,5.0,0.0
79654,1,1.0,0.0
79655,1,2.4,-1.4
79656,4,3.6450000000000005,0.35499999999999954
79657,5,5.0,0.0
79658,5,4.6,0.40000000000000036
79659,4,3.6,0.3999999999999999
79660,5,5.0,0.0
79661,5,4.6,0.40000000000000036
79662,5,4.9,0.09999999999999964
79663,1,1.4,-0.3999999999999999
79664,3,3.2,-0.20000000000000018
79665,4,4.0,0.0
79666,1,1.0,0.0
79667,5,4.4,0.5999999999999996
79668,1,1.0,0.0
79669,5,4.3,0.7000000000000002
79670,5,4.9,0.09999999999999964
79671,5,5.0,0.0
79672,5,4.2,0.7999999999999998
79673,4,3.8,0.20000000000000018
79674,1,1.0,0.0
79675,5,5.0,0.0
79676,5,4.7,0.2999999999999998
79677,4,4.1,-0.09999999999999964
79678,5,5.0,0.0
79679,5,5.0,0.0
79680,5,5.0,0.0
79681,5,5.0,0.0
79682,5,5.0,0.0
79683,5,4.2,0.7999999999999998
79684,4,4.1,-0.09999999999999964
79685,5,4.3,0.7000000000000002
79686,1,1.0,0.0
79687,4,4.2,-0.20000000000000018
79688,5,4.65,0.34999999999999964
79689,3,4.220195449974862,-1.2201954499748622
79690,5,5.0,0.0
79691,4,4.2,-0.20000000000000018
79692,5,4.158333333333333,0.8416666666666668
79693,5,5.0,0.0
79694,4,4.3,-0.2999999999999998
79695,1,1.8,-0.8
79696,5,4.95,0.04999999999999982
79697,5,5.0,0.0
79698,3,3.7,-0.7000000000000002
79699,5,4.84,0.16000000000000014
79700,3,3.0,0.0
79701,3,3.4,-0.3999999999999999
79702,5,5.0,0.0
79703,5,4.9,0.09999999999999964
79704,4,4.0,0.0
79705,5,5.0,0.0
79706,5,4.6,0.40000000000000036
79707,5,5.0,0.0
79708,1,1.0,0.0
79709,5,5.0,0.0
79710,3,3.0,0.0
79711,2,2.0,0.0
79712,5,5.0,0.0
79713,5,5.0,0.0
79714,4,3.9,0.10000000000000009
79715,5,4.5,0.5
79716,4,4.2,-0.20000000000000018
79717,4,4.0,0.0
79718,4,4.0,0.0
79719,1,1.0,0.0
79720,5,4.9,0.09999999999999964
79721,5,5.0,0.0
79722,2,2.3,-0.2999999999999998
79723,1,1.0,0.0
79724,4,4.561230158730159,-0.5612301587301589
79725,5,5.0,0.0
79726,4,3.4,0.6000000000000001
79727,1,1.7,-0.7
79728,5,5.0,0.0
79729,1,1.0,0.0
79730,4,4.0,0.0
79731,1,1.3,-0.30000000000000004
79732,5,4.8,0.20000000000000018
79733,2,2.0,0.0
79734,5,4.046330336330336,0.9536696636696638
79735,4,4.0,0.0
79736,1,1.0,0.0
79737,5,5.0,0.0
79738,5,4.3,0.7000000000000002
79739,4,3.9,0.10000000000000009
79740,1,2.5333333333333337,-1.5333333333333337
79741,5,5.0,0.0
79742,5,4.5,0.5
79743,5,4.6,0.40000000000000036
79744,5,4.9,0.09999999999999964
79745,5,5.0,0.0
79746,3,3.0,0.0
79747,5,4.8,0.20000000000000018
79748,4,4.0,0.0
79749,4,4.0,0.0
79750,3,4.0,-1.0
79751,5,5.0,0.0
79752,4,4.0,0.0
79753,1,1.0,0.0
79754,5,5.0,0.0
79755,5,5.0,0.0
79756,5,4.101428571428572,0.8985714285714277
79757,4,3.8,0.20000000000000018
79758,3,2.9,0.10000000000000009
79759,3,3.177121212121212,-0.1771212121212118
79760,4,4.2,-0.20000000000000018
79761,1,1.0,0.0
79762,3,3.0,0.0
79763,4,4.341666666666667,-0.3416666666666668
79764,5,4.6,0.40000000000000036
79765,5,5.0,0.0
79766,2,2.0,0.0
79767,3,2.8,0.20000000000000018
79768,5,5.0,0.0
79769,5,4.8,0.20000000000000018
79770,5,4.5,0.5
79771,3,3.7,-0.7000000000000002
79772,5,4.4,0.5999999999999996
79773,5,4.425,0.5750000000000002
79774,5,5.0,0.0
79775,5,4.1,0.9000000000000004
79776,5,3.6400000000000006,1.3599999999999994
79777,5,4.2,0.7999999999999998
79778,5,4.9,0.09999999999999964
79779,3,3.0,0.0
79780,4,3.475,0.5249999999999999
79781,5,5.0,0.0
79782,5,4.338688811188811,0.6613111888111893
79783,2,2.0,0.0
79784,5,5.0,0.0
79785,1,1.0,0.0
79786,4,4.3,-0.2999999999999998
79787,1,1.0,0.0
79788,5,5.0,0.0
79789,1,1.0,0.0
79790,1,1.0,0.0
79791,5,5.0,0.0
79792,1,1.0,0.0
79793,1,2.1,-1.1
79794,5,5.0,0.0
79795,5,4.9,0.09999999999999964
79796,1,1.0,0.0
79797,4,4.0,0.0
79798,5,5.0,0.0
79799,4,4.1,-0.09999999999999964
79800,5,5.0,0.0
79801,5,5.0,0.0
79802,3,3.6,-0.6000000000000001
79803,4,4.0,0.0
79804,5,4.633333333333334,0.36666666666666625
79805,2,2.0,0.0
79806,5,2.3400000000000003,2.6599999999999997
79807,5,4.343888888888889,0.6561111111111106
79808,2,2.0,0.0
79809,5,4.8,0.20000000000000018
79810,5,4.9,0.09999999999999964
79811,4,4.0,0.0
79812,5,5.0,0.0
79813,4,4.275,-0.27500000000000036
79814,1,1.2,-0.19999999999999996
79815,4,4.25,-0.25
79816,5,5.0,0.0
79817,5,4.6,0.40000000000000036
79818,4,4.0,0.0
79819,1,1.0,0.0
79820,5,4.2,0.7999999999999998
79821,1,1.3,-0.30000000000000004
79822,1,1.4,-0.3999999999999999
79823,1,1.0,0.0
79824,3,4.338688811188811,-1.3386888111888107
79825,3,3.704166666666667,-0.704166666666667
79826,1,1.0,0.0
79827,5,4.3828571428571435,0.6171428571428565
79828,5,4.9,0.09999999999999964
79829,5,4.8,0.20000000000000018
79830,5,5.0,0.0
79831,4,4.0,0.0
79832,5,4.8,0.20000000000000018
79833,4,4.616406071755379,-0.616406071755379
79834,4,4.1,-0.09999999999999964
79835,4,4.675,-0.6749999999999998
79836,1,1.0,0.0
79837,5,5.0,0.0
79838,3,2.2333333333333334,0.7666666666666666
79839,5,4.4,0.5999999999999996
79840,1,1.7,-0.7
79841,5,5.0,0.0
79842,5,5.0,0.0
79843,2,1.9,0.10000000000000009
79844,5,4.9,0.09999999999999964
79845,3,3.0,0.0
79846,1,1.0,0.0
79847,5,5.0,0.0
79848,5,5.0,0.0
79849,5,4.1,0.9000000000000004
79850,5,5.0,0.0
79851,5,4.57,0.4299999999999997
79852,5,5.0,0.0
79853,5,5.0,0.0
79854,1,2.2,-1.2000000000000002
79855,4,4.5,-0.5
79856,5,4.86479797979798,0.1352020202020201
79857,4,4.1,-0.09999999999999964
79858,5,5.0,0.0
79859,4,4.0,0.0
79860,4,4.1,-0.09999999999999964
79861,5,5.0,0.0
79862,3,3.0,0.0
79863,5,4.6,0.40000000000000036
79864,5,5.0,0.0
79865,5,4.8,0.20000000000000018
79866,5,4.3,0.7000000000000002
79867,1,1.0,0.0
79868,1,1.0,0.0
79869,5,5.0,0.0
79870,5,4.9,0.09999999999999964
79871,1,1.0,0.0
79872,5,5.0,0.0
79873,4,4.0,0.0
79874,1,1.0,0.0
79875,4,4.15,-0.15000000000000036
79876,5,4.6,0.40000000000000036
79877,1,2.841666666666667,-1.8416666666666668
79878,1,1.0,0.0
79879,1,1.4,-0.3999999999999999
79880,5,4.9,0.09999999999999964
79881,4,4.0,0.0
79882,5,4.62,0.3799999999999999
79883,5,4.850833333333333,0.1491666666666669
79884,4,4.2,-0.20000000000000018
79885,3,2.8,0.20000000000000018
79886,5,4.3,0.7000000000000002
79887,2,2.0,0.0
79888,4,4.1,-0.09999999999999964
79889,5,5.0,0.0
79890,5,5.0,0.0
79891,5,5.0,0.0
79892,1,1.2,-0.19999999999999996
79893,5,5.0,0.0
79894,4,4.0,0.0
79895,5,5.0,0.0
79896,5,5.0,0.0
79897,3,3.0,0.0
79898,5,4.466666666666667,0.5333333333333332
79899,5,5.0,0.0
79900,5,3.7189335093011566,1.2810664906988434
79901,1,1.0,0.0
79902,5,4.373809523809524,0.6261904761904757
79903,4,4.0,0.0
79904,3,4.366666666666666,-1.3666666666666663
79905,1,1.0,0.0
79906,5,5.0,0.0
79907,5,4.8,0.20000000000000018
79908,4,4.0,0.0
79909,4,4.4,-0.40000000000000036
79910,2,3.1,-1.1
79911,4,3.7616666666666667,0.23833333333333329
79912,4,4.2,-0.20000000000000018
79913,5,5.0,0.0
79914,5,4.6,0.40000000000000036
79915,2,2.9,-0.8999999999999999
79916,4,4.3966666666666665,-0.3966666666666665
79917,5,5.0,0.0
79918,1,1.3,-0.30000000000000004
79919,5,5.0,0.0
79920,4,3.7,0.2999999999999998
79921,4,4.1,-0.09999999999999964
79922,2,1.9,0.10000000000000009
79923,4,4.0,0.0
79924,1,1.0,0.0
79925,1,1.0,0.0
79926,5,5.0,0.0
79927,4,4.5166666666666675,-0.5166666666666675
79928,3,3.8,-0.7999999999999998
79929,1,1.0,0.0
79930,2,2.0,0.0
79931,4,2.915782828282828,1.0842171717171718
79932,4,4.3,-0.2999999999999998
79933,5,4.8,0.20000000000000018
79934,5,4.9,0.09999999999999964
79935,5,4.7,0.2999999999999998
79936,4,4.0,0.0
79937,1,2.5,-1.5
79938,5,5.0,0.0
79939,5,5.0,0.0
79940,4,4.0,0.0
79941,5,5.0,0.0
79942,5,5.0,0.0
79943,1,1.3,-0.30000000000000004
79944,1,1.0,0.0
79945,4,4.716666666666666,-0.7166666666666659
79946,4,4.0,0.0
79947,4,3.4714285714285715,0.5285714285714285
79948,4,4.0,0.0
79949,2,3.0,-1.0
79950,4,4.3,-0.2999999999999998
79951,2,3.0,-1.0
79952,3,3.0,0.0
79953,5,3.9,1.1
79954,3,3.7,-0.7000000000000002
79955,5,4.9,0.09999999999999964
79956,1,1.05,-0.050000000000000044
79957,5,4.7,0.2999999999999998
79958,5,5.0,0.0
79959,5,4.8,0.20000000000000018
79960,5,4.9,0.09999999999999964
79961,2,2.0,0.0
79962,5,4.3,0.7000000000000002
79963,5,4.433333333333333,0.5666666666666673
79964,1,1.0,0.0
79965,5,4.6,0.40000000000000036
79966,4,4.25,-0.25
79967,4,4.0,0.0
79968,1,1.0,0.0
79969,1,2.3,-1.2999999999999998
79970,5,4.6,0.40000000000000036
79971,1,1.0,0.0
79972,5,4.9,0.09999999999999964
79973,5,5.0,0.0
79974,5,4.175,0.8250000000000002
79975,5,5.0,0.0
79976,3,3.1,-0.10000000000000009
79977,5,4.7,0.2999999999999998
79978,5,4.466666666666667,0.5333333333333332
79979,5,4.9,0.09999999999999964
79980,1,1.680952380952381,-0.680952380952381
79981,5,4.6,0.40000000000000036
79982,5,5.0,0.0
79983,5,4.7,0.2999999999999998
79984,5,5.0,0.0
79985,1,1.3666666666666667,-0.3666666666666667
79986,2,2.7,-0.7000000000000002
79987,4,4.2,-0.20000000000000018
79988,5,4.9,0.09999999999999964
79989,5,5.0,0.0
79990,1,1.0,0.0
79991,4,4.1,-0.09999999999999964
79992,5,4.6,0.40000000000000036
79993,5,4.9,0.09999999999999964
79994,5,5.0,0.0
79995,5,5.0,0.0
79996,1,2.0,-1.0
79997,1,1.0,0.0
79998,5,4.9,0.09999999999999964
79999,1,1.6,-0.6000000000000001
80000,5,5.0,0.0
80001,5,4.4,0.5999999999999996
80002,1,2.341666666666667,-1.3416666666666668
80003,1,1.0,0.0
80004,4,3.4,0.6000000000000001
80005,4,4.283333333333333,-0.2833333333333332
80006,5,5.0,0.0
80007,1,1.4,-0.3999999999999999
80008,4,4.5,-0.5
80009,5,5.0,0.0
80010,5,4.3,0.7000000000000002
80011,1,1.5,-0.5
80012,5,4.65,0.34999999999999964
80013,5,4.0,1.0
80014,5,5.0,0.0
80015,5,4.6,0.40000000000000036
80016,1,3.0,-2.0
80017,5,4.6,0.40000000000000036
80018,3,3.2,-0.20000000000000018
80019,2,3.1,-1.1
80020,4,3.9,0.10000000000000009
80021,1,1.0,0.0
80022,4,4.0,0.0
80023,1,1.0,0.0
80024,5,4.6,0.40000000000000036
80025,5,4.2,0.7999999999999998
80026,5,4.9,0.09999999999999964
80027,5,5.0,0.0
80028,5,4.8,0.20000000000000018
80029,5,5.0,0.0
80030,5,4.4,0.5999999999999996
80031,4,4.0,0.0
80032,5,4.4,0.5999999999999996
80033,4,4.0,0.0
80034,1,2.45,-1.4500000000000002
80035,4,4.0,0.0
80036,1,1.0,0.0
80037,4,4.0,0.0
80038,5,5.0,0.0
80039,4,4.3,-0.2999999999999998
80040,3,3.0,0.0
80041,4,4.0,0.0
80042,1,1.2,-0.19999999999999996
80043,3,4.1,-1.0999999999999996
80044,5,4.575,0.4249999999999998
80045,5,5.0,0.0
80046,4,3.9,0.10000000000000009
80047,4,4.066666666666667,-0.06666666666666732
80048,1,2.2,-1.2000000000000002
80049,5,3.8,1.2000000000000002
80050,5,5.0,0.0
80051,1,1.0,0.0
80052,5,5.0,0.0
80053,3,3.0,0.0
80054,3,3.0,0.0
80055,5,4.9,0.09999999999999964
80056,5,5.0,0.0
80057,1,1.0,0.0
80058,3,3.0,0.0
80059,5,4.416666666666666,0.5833333333333339
80060,5,5.0,0.0
80061,5,5.0,0.0
80062,1,1.0,0.0
80063,1,3.53957375957376,-2.53957375957376
80064,4,4.0,0.0
80065,2,3.5214285714285714,-1.5214285714285714
80066,5,4.6,0.40000000000000036
80067,2,2.0,0.0
80068,5,4.6,0.40000000000000036
80069,5,3.146666666666667,1.853333333333333
80070,5,4.59,0.41000000000000014
80071,2,2.8,-0.7999999999999998
80072,5,4.7,0.2999999999999998
80073,1,2.0,-1.0
80074,5,5.0,0.0
80075,3,3.4,-0.3999999999999999
80076,5,5.0,0.0
80077,4,4.0,0.0
80078,3,3.0,0.0
80079,5,4.8,0.20000000000000018
80080,3,3.0,0.0
80081,5,5.0,0.0
80082,5,4.3,0.7000000000000002
80083,5,4.640476190476191,0.35952380952380913
80084,4,4.5,-0.5
80085,5,4.9,0.09999999999999964
80086,5,5.0,0.0
80087,5,5.0,0.0
80088,1,1.0,0.0
80089,5,5.0,0.0
80090,5,5.0,0.0
80091,2,2.0,0.0
